order_item_id,order_id,product_id,quantity,unit_price
ITM0001859,ORD001859,P0307,2,6492.93
ITM0001860,ORD001860,P0129,2,69125.42
ITM0001861,ORD001861,P0244,1,9476.28
ITM0001862,ORD001862,P0371,5,40032.52
ITM0001863,ORD001863,P0203,4,60598.48
ITM0001864,ORD001864,P0489,5,38750.22
ITM0001865,ORD001865,P0495,2,35639.64
ITM0001866,ORD001866,P0186,3,48513.96
ITM0001867,ORD001867,P0065,5,8981.9
ITM0001868,ORD001868,P0427,1,27628.95
ITM0001869,ORD001869,P0169,1,1037.4
ITM0001870,ORD001870,P0319,2,21703.84
ITM0001871,ORD001871,P0200,1,21421.5
ITM0001872,ORD001872,P0004,1,52544.28
ITM0001873,ORD001873,P0342,1,15104.23
ITM0001874,ORD001874,P0402,1,34020.18
ITM0001875,ORD001875,P0342,1,15104.23
ITM0001876,ORD001876,P0043,3,31147.74
ITM0001877,ORD001877,P0218,1,41960.44
ITM0001878,ORD001878,P0213,1,12998.33
ITM0001879,ORD001879,P0434,5,41243.32
ITM0001880,ORD001880,P0236,2,12499.55
ITM0001881,ORD001881,P0288,3,55855.57
ITM0001882,ORD001882,P0404,3,16703.45
ITM0001883,ORD001883,P0496,5,15680.21
ITM0001884,ORD001884,P0321,5,11778.24
ITM0001885,ORD001885,P0042,2,52786.2
ITM0001886,ORD001886,P0486,1,1751.11
ITM0001887,ORD001887,P0438,2,35766.08
ITM0001888,ORD001888,P0001,1,5538.72
ITM0001889,ORD001889,P0345,5,10122.36
ITM0001890,ORD001890,P0263,2,10662.28
ITM0001891,ORD001891,P0336,2,38995.55
ITM0001892,ORD001892,P0272,3,35246.12
ITM0001893,ORD001893,P0341,4,35081.18
ITM0001894,ORD001894,P0427,5,27628.95
ITM0001895,ORD001895,P0320,1,32826.64
ITM0001896,ORD001896,P0392,5,43662.53
ITM0001897,ORD001897,P0437,4,14044.85
ITM0001898,ORD001898,P0245,2,22000.88
ITM0001899,ORD001899,P0101,2,54837.96
ITM0001900,ORD001900,P0038,1,62013.74
ITM0001901,ORD001901,P0136,3,36981.64
ITM0001902,ORD001902,P0271,1,39811.53
ITM0001903,ORD001903,P0253,4,8267.43
ITM0001904,ORD001904,P0486,2,1751.11
ITM0001905,ORD001905,P0322,4,16470.09
ITM0001906,ORD001906,P0439,3,36450.11
ITM0001907,ORD001907,P0497,3,35629.1
ITM0001908,ORD001908,P0372,4,34422.63
ITM0001909,ORD001909,P0036,5,68645.48
ITM0001910,ORD001910,P0071,2,70449.51
ITM0001911,ORD001911,P0037,5,32917.56
ITM0001912,ORD001912,P0281,2,34234.12
ITM0001913,ORD001913,P0450,2,8196.25
ITM0001914,ORD001914,P0011,4,22174.9
ITM0001915,ORD001915,P0110,1,53635.32
ITM0001916,ORD001916,P0270,4,55671.02
ITM0001917,ORD001917,P0421,3,58403.76
ITM0001918,ORD001918,P0063,4,38007.73
ITM0001919,ORD001919,P0197,1,36809.02
ITM0001920,ORD001920,P0327,2,5871.95
ITM0001921,ORD001921,P0425,1,1461.9
ITM0001922,ORD001922,P0080,2,9661.16
ITM0001923,ORD001923,P0212,3,32666.55
ITM0001924,ORD001924,P0392,1,43662.53
ITM0001925,ORD001925,P0354,4,16778.25
ITM0001926,ORD001926,P0312,2,63058.77
ITM0001927,ORD001927,P0217,5,32654.83
ITM0001928,ORD001928,P0097,3,43352.96
ITM0001929,ORD001929,P0468,5,21878.79
ITM0001930,ORD001930,P0303,1,39708.2
ITM0001931,ORD001931,P0212,4,32666.55
ITM0001932,ORD001932,P0223,3,14828.07
ITM0001933,ORD001933,P0008,2,9087.47
ITM0001934,ORD001934,P0076,2,71793.82
ITM0001935,ORD001935,P0401,5,58372.95
ITM0001936,ORD001936,P0342,1,15104.23
ITM0001937,ORD001937,P0366,5,32521.82
ITM0001938,ORD001938,P0376,2,31003.64
ITM0001939,ORD001939,P0338,2,48912.95
ITM0001940,ORD001940,P0176,2,32684.13
ITM0001941,ORD001941,P0404,5,16703.45
ITM0001942,ORD001942,P0077,4,38726.44
ITM0001943,ORD001943,P0413,4,30060.85
ITM0001944,ORD001944,P0467,1,9482.72
ITM0001945,ORD001945,P0090,4,63954.56
ITM0001946,ORD001946,P0455,5,38950.23
ITM0001947,ORD001947,P0124,4,47306.24
ITM0001948,ORD001948,P0299,3,58312.39
ITM0001949,ORD001949,P0310,5,14145.94
ITM0001950,ORD001950,P0291,3,2487.39
ITM0001951,ORD001951,P0433,2,3060.68
ITM0001952,ORD001952,P0480,2,20915.62
ITM0001953,ORD001953,P0161,2,673.17
ITM0001954,ORD001954,P0465,5,54195.57
ITM0001955,ORD001955,P0213,3,12998.33
ITM0001956,ORD001956,P0133,3,54350.92
ITM0001957,ORD001957,P0351,5,706.97
ITM0001958,ORD001958,P0143,2,3755.01
ITM0001959,ORD001959,P0411,4,21260.39
ITM0001960,ORD001960,P0393,5,23778.11
ITM0001961,ORD001961,P0223,5,14828.07
ITM0001962,ORD001962,P0058,1,1413.1
ITM0001963,ORD001963,P0039,3,50660.83
ITM0001964,ORD001964,P0401,2,58372.95
ITM0001965,ORD001965,P0114,1,44428.77
ITM0001966,ORD001966,P0219,3,32824.72
ITM0001967,ORD001967,P0013,5,29626.77
ITM0001968,ORD001968,P0363,5,31902.04
ITM0001969,ORD001969,P0013,3,29626.77
ITM0001970,ORD001970,P0288,4,55855.57
ITM0001971,ORD001971,P0246,1,5079.91
ITM0001972,ORD001972,P0431,3,35255.83
ITM0001973,ORD001973,P0163,3,11626.6
ITM0001974,ORD001974,P0305,1,27170.35
ITM0001975,ORD001975,P0395,4,24870.16
ITM0001976,ORD001976,P0358,2,11445.19
ITM0001977,ORD001977,P0400,4,38987.25
ITM0001978,ORD001978,P0272,4,35246.12
ITM0001979,ORD001979,P0476,5,9892.85
ITM0001980,ORD001980,P0027,2,40118.22
ITM0001981,ORD001981,P0473,3,44939.13
ITM0001982,ORD001982,P0296,1,70369.22
ITM0001983,ORD001983,P0353,2,17421.46
ITM0001984,ORD001984,P0009,3,48804.6
ITM0001985,ORD001985,P0489,4,38750.22
ITM0001986,ORD001986,P0489,2,38750.22
ITM0001987,ORD001987,P0240,2,45281.68
ITM0001988,ORD001988,P0060,4,10323.78
ITM0001989,ORD001989,P0092,4,8119.63
ITM0001990,ORD001990,P0203,1,60598.48
ITM0001991,ORD001991,P0111,2,24994.84
ITM0001992,ORD001992,P0098,3,56879.31
ITM0001993,ORD001993,P0261,3,48923.96
ITM0001994,ORD001994,P0038,5,62013.74
ITM0001995,ORD001995,P0408,1,57322.44
ITM0001996,ORD001996,P0090,5,63954.56
ITM0001997,ORD001997,P0164,3,44583.52
ITM0001998,ORD001998,P0337,5,61102.64
ITM0001999,ORD001999,P0302,5,62452.05
ITM0002000,ORD002000,P0488,4,41499.24
ITM0002001,ORD002001,P0240,2,45281.68
ITM0002002,ORD002002,P0370,4,23766.12
ITM0002003,ORD002003,P0497,5,35629.1
ITM0002004,ORD002004,P0101,5,54837.96
ITM0002005,ORD002005,P0426,3,31543.94
ITM0002006,ORD002006,P0251,5,30372.16
ITM0002007,ORD002007,P0162,3,66301.73
ITM0002008,ORD002008,P0035,5,22248.97
ITM0002009,ORD002009,P0493,2,49637.42
ITM0002010,ORD002010,P0131,4,37690.96
ITM0002011,ORD002011,P0138,1,55462.32
ITM0002012,ORD002012,P0038,1,62013.74
ITM0002013,ORD002013,P0246,2,5079.91
ITM0002014,ORD002014,P0201,4,67539.28
ITM0002015,ORD002015,P0007,2,37022.84
ITM0002016,ORD002016,P0364,5,8705.13
ITM0002017,ORD002017,P0218,2,41960.44
ITM0002018,ORD002018,P0493,3,49637.42
ITM0002019,ORD002019,P0202,4,41962.01
ITM0002020,ORD002020,P0442,4,74194.7
ITM0002021,ORD002021,P0054,1,42200.44
ITM0002022,ORD002022,P0083,3,53973.87
ITM0002023,ORD002023,P0486,5,1751.11
ITM0002024,ORD002024,P0150,2,17551.56
ITM0002025,ORD002025,P0106,2,54979.42
ITM0002026,ORD002026,P0016,1,24329.34
ITM0002027,ORD002027,P0279,1,8753.0
ITM0002028,ORD002028,P0186,4,48513.96
ITM0002029,ORD002029,P0490,2,48803.39
ITM0002030,ORD002030,P0017,5,60055.57
ITM0002031,ORD002031,P0359,2,18757.58
ITM0002032,ORD002032,P0296,2,70369.22
ITM0002033,ORD002033,P0322,3,16470.09
ITM0002034,ORD002034,P0327,5,5871.95
ITM0002035,ORD002035,P0072,5,26955.35
ITM0002036,ORD002036,P0239,2,30082.41
ITM0002037,ORD002037,P0493,2,49637.42
ITM0002038,ORD002038,P0410,1,42928.11
ITM0002039,ORD002039,P0021,4,45583.51
ITM0002040,ORD002040,P0350,5,25942.5
ITM0002041,ORD002041,P0269,2,33707.81
ITM0002042,ORD002042,P0043,2,31147.74
ITM0002043,ORD002043,P0326,4,47932.03
ITM0002044,ORD002044,P0118,4,54673.82
ITM0002045,ORD002045,P0181,3,51447.32
ITM0002046,ORD002046,P0279,3,8753.0
ITM0002047,ORD002047,P0077,2,38726.44
ITM0002048,ORD002048,P0002,4,20304.04
ITM0002049,ORD002049,P0069,1,791.59
ITM0002050,ORD002050,P0033,5,48444.92
ITM0002051,ORD002051,P0230,1,27034.96
ITM0002052,ORD002052,P0282,3,21120.37
ITM0002053,ORD002053,P0071,5,70449.51
ITM0002054,ORD002054,P0241,3,37713.75
ITM0002055,ORD002055,P0425,1,1461.9
ITM0002056,ORD002056,P0224,2,1782.34
ITM0002057,ORD002057,P0251,5,30372.16
ITM0002058,ORD002058,P0358,4,11445.19
ITM0002059,ORD002059,P0391,2,6142.24
ITM0002060,ORD002060,P0323,4,51276.51
ITM0002061,ORD002061,P0168,1,7252.72
ITM0002062,ORD002062,P0081,5,27408.96
ITM0002063,ORD002063,P0375,3,1458.18
ITM0002064,ORD002064,P0181,3,51447.32
ITM0002065,ORD002065,P0047,1,45643.02
ITM0002066,ORD002066,P0010,3,32422.29
ITM0002067,ORD002067,P0454,1,46070.42
ITM0002068,ORD002068,P0017,5,60055.57
ITM0002069,ORD002069,P0059,5,20028.37
ITM0002070,ORD002070,P0156,5,323.86
ITM0002071,ORD002071,P0394,3,44678.91
ITM0002072,ORD002072,P0364,2,8705.13
ITM0002073,ORD002073,P0066,4,2300.95
ITM0002074,ORD002074,P0450,2,8196.25
ITM0002075,ORD002075,P0107,1,4669.44
ITM0002076,ORD002076,P0007,2,37022.84
ITM0002077,ORD002077,P0215,1,20233.95
ITM0002078,ORD002078,P0232,2,21782.62
ITM0002079,ORD002079,P0067,2,6875.55
ITM0002080,ORD002080,P0165,1,39140.04
ITM0002081,ORD002081,P0079,5,17007.52
ITM0002082,ORD002082,P0119,1,51906.75
ITM0002083,ORD002083,P0362,2,62473.33
ITM0002084,ORD002084,P0343,3,46615.58
ITM0002085,ORD002085,P0350,2,25942.5
ITM0002086,ORD002086,P0450,3,8196.25
ITM0002087,ORD002087,P0102,4,49711.12
ITM0002088,ORD002088,P0170,2,66888.04
ITM0002089,ORD002089,P0295,1,41961.36
ITM0002090,ORD002090,P0223,5,14828.07
ITM0002091,ORD002091,P0073,5,32112.03
ITM0002092,ORD002092,P0016,5,24329.34
ITM0002093,ORD002093,P0058,4,1413.1
ITM0002094,ORD002094,P0364,4,8705.13
ITM0002095,ORD002095,P0114,1,44428.77
ITM0002096,ORD002096,P0217,4,32654.83
ITM0002097,ORD002097,P0314,4,23113.47
ITM0002098,ORD002098,P0429,5,34441.32
ITM0002099,ORD002099,P0242,3,22431.11
ITM0002100,ORD002100,P0005,2,7918.52
ITM0002101,ORD002101,P0106,1,54979.42
ITM0002102,ORD002102,P0131,3,37690.96
ITM0002103,ORD002103,P0143,3,3755.01
ITM0002104,ORD002104,P0033,1,48444.92
ITM0002105,ORD002105,P0200,1,21421.5
ITM0002106,ORD002106,P0224,4,1782.34
ITM0002107,ORD002107,P0136,5,36981.64
ITM0002108,ORD002108,P0238,1,5132.4
ITM0002109,ORD002109,P0016,5,24329.34
ITM0002110,ORD002110,P0148,3,52061.45
ITM0002111,ORD002111,P0404,3,16703.45
ITM0002112,ORD002112,P0283,1,54284.85
ITM0002113,ORD002113,P0052,3,39670.38
ITM0002114,ORD002114,P0374,1,17479.86
ITM0002115,ORD002115,P0251,4,30372.16
ITM0002116,ORD002116,P0154,2,61940.49
ITM0002117,ORD002117,P0298,4,20470.87
ITM0002118,ORD002118,P0426,2,31543.94
ITM0002119,ORD002119,P0265,1,40197.01
ITM0002120,ORD002120,P0301,2,4520.18
ITM0002121,ORD002121,P0152,1,30647.56
ITM0002122,ORD002122,P0061,3,60012.78
ITM0002123,ORD002123,P0004,3,52544.28
ITM0002124,ORD002124,P0419,1,42678.03
ITM0002125,ORD002125,P0335,5,21134.24
ITM0002126,ORD002126,P0494,4,38794.36
ITM0002127,ORD002127,P0316,5,43212.2
ITM0002128,ORD002128,P0362,4,62473.33
ITM0002129,ORD002129,P0051,2,37304.79
ITM0002130,ORD002130,P0063,3,38007.73
ITM0002131,ORD002131,P0429,2,34441.32
ITM0002132,ORD002132,P0363,3,31902.04
ITM0002133,ORD002133,P0191,2,7179.43
ITM0002134,ORD002134,P0358,2,11445.19
ITM0002135,ORD002135,P0357,2,31320.74
ITM0002136,ORD002136,P0069,5,791.59
ITM0002137,ORD002137,P0479,1,47494.72
ITM0002138,ORD002138,P0167,5,23686.98
ITM0002139,ORD002139,P0429,5,34441.32
ITM0002140,ORD002140,P0099,4,24867.24
ITM0002141,ORD002141,P0332,4,49564.87
ITM0002142,ORD002142,P0326,3,47932.03
ITM0002143,ORD002143,P0121,3,4912.91
ITM0002144,ORD002144,P0472,3,5443.66
ITM0002145,ORD002145,P0379,1,17904.2
ITM0002146,ORD002146,P0489,3,38750.22
ITM0002147,ORD002147,P0255,4,15864.74
ITM0002148,ORD002148,P0090,3,63954.56
ITM0002149,ORD002149,P0383,2,21969.99
ITM0002150,ORD002150,P0306,3,62425.17
ITM0002151,ORD002151,P0024,1,31719.69
ITM0002152,ORD002152,P0045,1,37144.03
ITM0002153,ORD002153,P0469,3,66694.66
ITM0002154,ORD002154,P0398,2,33434.2
ITM0002155,ORD002155,P0419,3,42678.03
ITM0002156,ORD002156,P0164,5,44583.52
ITM0002157,ORD002157,P0352,4,32272.32
ITM0002158,ORD002158,P0428,2,3658.26
ITM0002159,ORD002159,P0238,4,5132.4
ITM0002160,ORD002160,P0361,5,64143.06
ITM0002161,ORD002161,P0283,5,54284.85
ITM0002162,ORD002162,P0091,4,60740.58
ITM0002163,ORD002163,P0021,2,45583.51
ITM0002164,ORD002164,P0043,4,31147.74
ITM0002165,ORD002165,P0142,5,17884.65
ITM0002166,ORD002166,P0301,1,4520.18
ITM0002167,ORD002167,P0497,2,35629.1
ITM0002168,ORD002168,P0011,3,22174.9
ITM0002169,ORD002169,P0466,3,26868.66
ITM0002170,ORD002170,P0411,5,21260.39
ITM0002171,ORD002171,P0457,5,27659.7
ITM0002172,ORD002172,P0004,5,52544.28
ITM0002173,ORD002173,P0242,1,22431.11
ITM0002174,ORD002174,P0429,5,34441.32
ITM0002175,ORD002175,P0222,1,37168.42
ITM0002176,ORD002176,P0410,3,42928.11
ITM0002177,ORD002177,P0424,2,1081.75
ITM0002178,ORD002178,P0092,5,8119.63
ITM0002179,ORD002179,P0458,2,12214.12
ITM0002180,ORD002180,P0189,3,48672.49
ITM0002181,ORD002181,P0492,3,32592.19
ITM0002182,ORD002182,P0339,3,22664.92
ITM0002183,ORD002183,P0306,2,62425.17
ITM0002184,ORD002184,P0024,3,31719.69
ITM0002185,ORD002185,P0378,3,60449.26
ITM0002186,ORD002186,P0289,4,53157.34
ITM0002187,ORD002187,P0227,3,22414.25
ITM0002188,ORD002188,P0228,4,3413.0
ITM0002189,ORD002189,P0307,5,6492.93
ITM0002190,ORD002190,P0437,1,14044.85
ITM0002191,ORD002191,P0055,2,43674.54
ITM0002192,ORD002192,P0403,4,26820.4
ITM0002193,ORD002193,P0304,5,64780.25
ITM0002194,ORD002194,P0115,1,64299.1
ITM0002195,ORD002195,P0363,3,31902.04
ITM0002196,ORD002196,P0389,3,44632.93
ITM0002197,ORD002197,P0240,4,45281.68
ITM0002198,ORD002198,P0498,2,15486.33
ITM0002199,ORD002199,P0227,3,22414.25
ITM0002200,ORD002200,P0167,1,23686.98
ITM0002201,ORD002201,P0045,4,37144.03
ITM0002202,ORD002202,P0001,5,5538.72
ITM0002203,ORD002203,P0292,3,47680.23
ITM0002204,ORD002204,P0496,5,15680.21
ITM0002205,ORD002205,P0293,4,913.75
ITM0002206,ORD002206,P0467,1,9482.72
ITM0002207,ORD002207,P0409,1,53414.19
ITM0002208,ORD002208,P0450,3,8196.25
ITM0002209,ORD002209,P0338,2,48912.95
ITM0002210,ORD002210,P0093,1,50198.01
ITM0002211,ORD002211,P0398,2,33434.2
ITM0002212,ORD002212,P0104,4,21093.66
ITM0002213,ORD002213,P0364,5,8705.13
ITM0002214,ORD002214,P0305,4,27170.35
ITM0002215,ORD002215,P0032,1,25316.21
ITM0002216,ORD002216,P0469,5,66694.66
ITM0002217,ORD002217,P0101,3,54837.96
ITM0002218,ORD002218,P0235,4,15595.89
ITM0002219,ORD002219,P0349,1,8690.57
ITM0002220,ORD002220,P0067,5,6875.55
ITM0002221,ORD002221,P0326,5,47932.03
ITM0002222,ORD002222,P0455,5,38950.23
ITM0002223,ORD002223,P0301,5,4520.18
ITM0002224,ORD002224,P0370,2,23766.12
ITM0002225,ORD002225,P0004,4,52544.28
ITM0002226,ORD002226,P0144,4,36879.69
ITM0002227,ORD002227,P0463,1,50145.27
ITM0002228,ORD002228,P0380,1,22326.82
ITM0002229,ORD002229,P0383,2,21969.99
ITM0002230,ORD002230,P0375,5,1458.18
ITM0002231,ORD002231,P0310,4,14145.94
ITM0002232,ORD002232,P0296,5,70369.22
ITM0002233,ORD002233,P0065,4,8981.9
ITM0002234,ORD002234,P0054,3,42200.44
ITM0002235,ORD002235,P0357,4,31320.74
ITM0002236,ORD002236,P0479,1,47494.72
ITM0002237,ORD002237,P0468,2,21878.79
ITM0002238,ORD002238,P0109,5,1960.67
ITM0002239,ORD002239,P0347,4,42065.73
ITM0002240,ORD002240,P0384,5,3369.9
ITM0002241,ORD002241,P0452,5,13242.37
ITM0002242,ORD002242,P0347,3,42065.73
ITM0002243,ORD002243,P0452,2,13242.37
ITM0002244,ORD002244,P0263,3,10662.28
ITM0002245,ORD002245,P0376,5,31003.64
ITM0002246,ORD002246,P0441,5,52789.89
ITM0002247,ORD002247,P0263,4,10662.28
ITM0002248,ORD002248,P0263,1,10662.28
ITM0002249,ORD002249,P0280,3,55403.47
ITM0002250,ORD002250,P0398,2,33434.2
ITM0002251,ORD002251,P0497,5,35629.1
ITM0002252,ORD002252,P0240,4,45281.68
ITM0002253,ORD002253,P0357,2,31320.74
ITM0002254,ORD002254,P0027,5,40118.22
ITM0002255,ORD002255,P0005,1,7918.52
ITM0002256,ORD002256,P0241,2,37713.75
ITM0002257,ORD002257,P0255,5,15864.74
ITM0002258,ORD002258,P0146,5,16872.15
ITM0002259,ORD002259,P0299,5,58312.39
ITM0002260,ORD002260,P0436,3,63992.44
ITM0002261,ORD002261,P0401,3,58372.95
ITM0002262,ORD002262,P0161,4,673.17
ITM0002263,ORD002263,P0351,3,706.97
ITM0002264,ORD002264,P0446,3,6371.79
ITM0002265,ORD002265,P0142,1,17884.65
ITM0002266,ORD002266,P0436,1,63992.44
ITM0002267,ORD002267,P0232,4,21782.62
ITM0002268,ORD002268,P0298,2,20470.87
ITM0002269,ORD002269,P0381,4,16682.27
ITM0002270,ORD002270,P0070,4,54655.27
ITM0002271,ORD002271,P0328,3,27820.84
ITM0002272,ORD002272,P0146,2,16872.15
ITM0002273,ORD002273,P0153,4,6614.23
ITM0002274,ORD002274,P0426,3,31543.94
ITM0002275,ORD002275,P0291,1,2487.39
ITM0002276,ORD002276,P0353,4,17421.46
ITM0002277,ORD002277,P0016,3,24329.34
ITM0002278,ORD002278,P0128,3,10409.33
ITM0002279,ORD002279,P0297,5,11167.09
ITM0002280,ORD002280,P0108,5,1818.05
ITM0002281,ORD002281,P0265,3,40197.01
ITM0002282,ORD002282,P0489,5,38750.22
ITM0002283,ORD002283,P0380,1,22326.82
ITM0002284,ORD002284,P0237,5,44560.26
ITM0002285,ORD002285,P0361,5,64143.06
ITM0002286,ORD002286,P0495,4,35639.64
ITM0002287,ORD002287,P0187,5,66495.35
ITM0002288,ORD002288,P0438,3,35766.08
ITM0002289,ORD002289,P0231,5,8675.96
ITM0002290,ORD002290,P0388,2,31796.38
ITM0002291,ORD002291,P0473,4,44939.13
ITM0002292,ORD002292,P0169,4,1037.4
ITM0002293,ORD002293,P0341,5,35081.18
ITM0002294,ORD002294,P0037,4,32917.56
ITM0002295,ORD002295,P0245,5,22000.88
ITM0002296,ORD002296,P0159,2,3704.28
ITM0002297,ORD002297,P0157,1,8568.31
ITM0002298,ORD002298,P0251,2,30372.16
ITM0002299,ORD002299,P0030,4,4519.89
ITM0002300,ORD002300,P0334,1,41986.22
ITM0002301,ORD002301,P0413,4,30060.85
ITM0002302,ORD002302,P0239,4,30082.41
ITM0002303,ORD002303,P0049,2,31596.49
ITM0002304,ORD002304,P0162,1,66301.73
ITM0002305,ORD002305,P0329,1,56062.65
ITM0002306,ORD002306,P0252,5,47734.66
ITM0002307,ORD002307,P0274,2,6329.54
ITM0002308,ORD002308,P0199,5,55689.48
ITM0002309,ORD002309,P0081,2,27408.96
ITM0002310,ORD002310,P0098,2,56879.31
ITM0002311,ORD002311,P0367,5,49179.26
ITM0002312,ORD002312,P0165,3,39140.04
ITM0002313,ORD002313,P0007,2,37022.84
ITM0002314,ORD002314,P0463,2,50145.27
ITM0002315,ORD002315,P0210,5,11694.74
ITM0002316,ORD002316,P0301,5,4520.18
ITM0002317,ORD002317,P0175,2,33527.45
ITM0002318,ORD002318,P0489,5,38750.22
ITM0002319,ORD002319,P0171,1,6622.24
ITM0002320,ORD002320,P0373,2,44541.86
ITM0002321,ORD002321,P0115,1,64299.1
ITM0002322,ORD002322,P0392,2,43662.53
ITM0002323,ORD002323,P0477,4,11479.24
ITM0002324,ORD002324,P0162,2,66301.73
ITM0002325,ORD002325,P0082,4,27200.76
ITM0002326,ORD002326,P0122,3,48632.49
ITM0002327,ORD002327,P0356,3,50072.32
ITM0002328,ORD002328,P0415,1,16626.29
ITM0002329,ORD002329,P0146,5,16872.15
ITM0002330,ORD002330,P0231,2,8675.96
ITM0002331,ORD002331,P0135,5,22024.36
ITM0002332,ORD002332,P0354,1,16778.25
ITM0002333,ORD002333,P0097,2,43352.96
ITM0002334,ORD002334,P0496,2,15680.21
ITM0002335,ORD002335,P0126,3,50504.16
ITM0002336,ORD002336,P0247,4,19251.36
ITM0002337,ORD002337,P0039,3,50660.83
ITM0002338,ORD002338,P0218,5,41960.44
ITM0002339,ORD002339,P0169,1,1037.4
ITM0002340,ORD002340,P0300,2,34673.32
ITM0002341,ORD002341,P0364,3,8705.13
ITM0002342,ORD002342,P0161,3,673.17
ITM0002343,ORD002343,P0177,4,23684.49
ITM0002344,ORD002344,P0022,2,36734.91
ITM0002345,ORD002345,P0019,1,28558.86
ITM0002346,ORD002346,P0211,1,3079.81
ITM0002347,ORD002347,P0241,3,37713.75
ITM0002348,ORD002348,P0038,2,62013.74
ITM0002349,ORD002349,P0215,3,20233.95
ITM0002350,ORD002350,P0136,3,36981.64
ITM0002351,ORD002351,P0289,3,53157.34
ITM0002352,ORD002352,P0410,4,42928.11
ITM0002353,ORD002353,P0410,4,42928.11
ITM0002354,ORD002354,P0057,2,9880.86
ITM0002355,ORD002355,P0056,5,68037.62
ITM0002356,ORD002356,P0289,2,53157.34
ITM0002357,ORD002357,P0475,5,22010.9
ITM0002358,ORD002358,P0048,2,48648.4
ITM0002359,ORD002359,P0245,1,22000.88
ITM0002360,ORD002360,P0432,4,31272.7
ITM0002361,ORD002361,P0167,1,23686.98
ITM0002362,ORD002362,P0225,4,10785.03
ITM0002363,ORD002363,P0053,2,60079.46
ITM0002364,ORD002364,P0087,2,29114.71
ITM0002365,ORD002365,P0465,5,54195.57
ITM0002366,ORD002366,P0333,2,34458.33
ITM0002367,ORD002367,P0336,1,38995.55
ITM0002368,ORD002368,P0187,4,66495.35
ITM0002369,ORD002369,P0152,3,30647.56
ITM0002370,ORD002370,P0215,5,20233.95
ITM0002371,ORD002371,P0356,3,50072.32
ITM0002372,ORD002372,P0128,1,10409.33
ITM0002373,ORD002373,P0480,3,20915.62
ITM0002374,ORD002374,P0190,3,57210.06
ITM0002375,ORD002375,P0166,3,58925.48
ITM0002376,ORD002376,P0298,3,20470.87
ITM0002377,ORD002377,P0027,2,40118.22
ITM0002378,ORD002378,P0497,4,35629.1
ITM0002379,ORD002379,P0109,3,1960.67
ITM0002380,ORD002380,P0220,1,51334.14
ITM0002381,ORD002381,P0256,4,28559.53
ITM0002382,ORD002382,P0250,5,21829.24
ITM0002383,ORD002383,P0311,3,59911.2
ITM0002384,ORD002384,P0473,2,44939.13
ITM0002385,ORD002385,P0119,2,51906.75
ITM0002386,ORD002386,P0250,4,21829.24
ITM0002387,ORD002387,P0440,2,32119.21
ITM0002388,ORD002388,P0296,5,70369.22
ITM0002389,ORD002389,P0032,3,25316.21
ITM0002390,ORD002390,P0348,4,12986.65
ITM0002391,ORD002391,P0019,1,28558.86
ITM0002392,ORD002392,P0267,2,8665.7
ITM0002393,ORD002393,P0356,2,50072.32
ITM0002394,ORD002394,P0205,5,28821.8
ITM0002395,ORD002395,P0194,2,43878.66
ITM0002396,ORD002396,P0486,4,1751.11
ITM0002397,ORD002397,P0456,5,32386.71
ITM0002398,ORD002398,P0009,2,48804.6
ITM0002399,ORD002399,P0485,2,52728.34
ITM0002400,ORD002400,P0077,1,38726.44
ITM0002401,ORD002401,P0289,4,53157.34
ITM0002402,ORD002402,P0192,3,28203.95
ITM0002403,ORD002403,P0347,1,42065.73
ITM0002404,ORD002404,P0206,1,896.76
ITM0002405,ORD002405,P0235,5,15595.89
ITM0002406,ORD002406,P0020,4,15223.34
ITM0002407,ORD002407,P0330,4,64432.51
ITM0002408,ORD002408,P0013,1,29626.77
ITM0002409,ORD002409,P0490,3,48803.39
ITM0002410,ORD002410,P0348,1,12986.65
ITM0002411,ORD002411,P0089,1,27005.76
ITM0002412,ORD002412,P0029,2,48887.25
ITM0002413,ORD002413,P0300,2,34673.32
ITM0002414,ORD002414,P0130,3,16287.84
ITM0002415,ORD002415,P0314,1,23113.47
ITM0002416,ORD002416,P0235,4,15595.89
ITM0002417,ORD002417,P0307,4,6492.93
ITM0002418,ORD002418,P0458,2,12214.12
ITM0002419,ORD002419,P0468,1,21878.79
ITM0002420,ORD002420,P0196,2,38002.33
ITM0002421,ORD002421,P0373,1,44541.86
ITM0002422,ORD002422,P0283,2,54284.85
ITM0002423,ORD002423,P0352,2,32272.32
ITM0002424,ORD002424,P0387,2,39700.55
ITM0002425,ORD002425,P0302,1,62452.05
ITM0002426,ORD002426,P0380,5,22326.82
ITM0002427,ORD002427,P0081,5,27408.96
ITM0002428,ORD002428,P0471,4,15986.65
ITM0002429,ORD002429,P0401,5,58372.95
ITM0002430,ORD002430,P0076,1,71793.82
ITM0002431,ORD002431,P0002,3,20304.04
ITM0002432,ORD002432,P0115,1,64299.1
ITM0002433,ORD002433,P0246,1,5079.91
ITM0002434,ORD002434,P0082,2,27200.76
ITM0002435,ORD002435,P0471,4,15986.65
ITM0002436,ORD002436,P0022,1,36734.91
ITM0002437,ORD002437,P0460,5,31560.09
ITM0002438,ORD002438,P0065,2,8981.9
ITM0002439,ORD002439,P0262,2,15116.84
ITM0002440,ORD002440,P0335,4,21134.24
